id,styleId,size,quantity
3993,669,"XL",26
3994,669,"XXL",55
3995,670,"One Size",4
3996,671,"One Size",54
3997,672,"One Size",55
3998,673,"XS",36
3999,673,"S",47
4000,673,"M",34
4001,673,"L",8
4002,673,"XL",58
4003,673,"XXL",56
4004,674,"XS",14
4005,674,"S",49
4006,674,"M",46
4007,674,"L",14
4008,674,"XL",13
4009,674,"XXL",55
4010,675,"XS",16
4011,675,"S",51
4012,675,"M",25
4013,675,"L",43
4014,675,"XL",27
4015,675,"XXL",51
4016,676,"XS",21
4017,676,"S",59
4018,676,"M",2
4019,676,"L",34
4020,676,"XL",46
4021,676,"XXL",37
4022,677,"XS",14
4023,677,"S",43
4024,677,"M",41
4025,677,"L",34
4026,677,"XL",13
4027,677,"XXL",59
4028,678,"XS",5
4029,678,"S",6
4030,678,"M",51
4031,678,"L",36
4032,678,"XL",20
4033,678,"XXL",20
4034,679,"XS",6
4035,679,"S",17
4036,679,"M",8
4037,679,"L",12
4038,679,"XL",8
4039,679,"XXL",14
4040,680,"XS",32
4041,680,"S",2
4042,680,"M",46
4043,680,"L",25
4044,680,"XL",42
4045,680,"XXL",53
4046,681,"XS",5
4047,681,"S",59
4048,681,"M",56
4049,681,"L",40
4050,681,"XL",3
4051,681,"XXL",4
4052,682,"XS",3
4053,682,"S",28
4054,682,"M",31
4055,682,"L",28
4056,682,"XL",11
4057,682,"XXL",48
4058,683,"XS",25
4059,683,"S",12
4060,683,"M",26
4061,683,"L",1
4062,683,"XL",57
4063,683,"XXL",6
4064,684,"XS",10
4065,684,"S",39
4066,684,"M",11
4067,684,"L",31
4068,684,"XL",51
4069,684,"XXL",32
4070,685,"XS",4
4071,685,"S",25
4072,685,"M",12
4073,685,"L",0
4074,685,"XL",22
4075,685,"XXL",26
4076,686,"XS",48
4077,686,"S",32
4078,686,"M",14
4079,686,"L",32
4080,686,"XL",35
4081,686,"XXL",3
4082,687,"XS",0
4083,687,"S",8
4084,687,"M",43
4085,687,"L",45
4086,687,"XL",34
4087,687,"XXL",29
4088,688,"XS",52
4089,688,"S",47
4090,688,"M",42
4091,688,"L",4
4092,688,"XL",55
4093,688,"XXL",46
4094,689,"XS",50
4095,689,"S",10
4096,689,"M",8
4097,689,"L",52
4098,689,"XL",58
4099,689,"XXL",58
4100,690,"XS",44
4101,690,"S",35
4102,690,"M",12
4103,690,"L",23
4104,690,"XL",51
4105,690,"XXL",14
4106,691,"XS",13
4107,691,"S",14
4108,691,"M",52
4109,691,"L",22
4110,691,"XL",48
4111,691,"XXL",13
4112,692,"XS",21
4113,692,"S",36
4114,692,"M",44
4115,692,"L",30
4116,692,"XL",45
4117,692,"XXL",21
4118,693,"XS",38
4119,693,"S",57
4120,693,"M",58
4121,693,"L",27
4122,693,"XL",33
4123,693,"XXL",17
4124,694,"XS",58
4125,694,"S",53
4126,694,"M",24
4127,694,"L",9
4128,694,"XL",11
4129,694,"XXL",14
4130,695,"7",31
4131,695,"7.5",28
4132,695,"8",11
4133,695,"8.5",7
4134,695,"9",50
4135,695,"9.5",47
4136,695,"10",49
4137,695,"10.5",34
4138,695,"11",47
4139,695,"11.5",45
4140,695,"12",11
4141,696,"7",17
4142,696,"7.5",48
4143,696,"8",39
4144,696,"8.5",14
4145,696,"9",51
4146,696,"9.5",22
4147,696,"10",15
4148,696,"10.5",40
4149,696,"11",30
4150,696,"11.5",41
4151,696,"12",51
4152,697,"7",47
4153,697,"7.5",6
4154,697,"8",20
4155,697,"8.5",12
4156,697,"9",19
4157,697,"9.5",8
4158,697,"10",28
4159,697,"10.5",47
4160,697,"11",0
4161,697,"11.5",51
4162,697,"12",42
4163,698,"7",39
4164,698,"7.5",56
4165,698,"8",54
4166,698,"8.5",59
4167,698,"9",20
4168,698,"9.5",52
4169,698,"10",31
4170,698,"10.5",20
4171,698,"11",13
4172,698,"11.5",41
4173,698,"12",52
4174,699,"XS",27
4175,699,"S",1
4176,699,"M",32
4177,699,"L",10
4178,699,"XL",20
4179,699,"XXL",58
4180,700,"XS",0
4181,700,"S",15
4182,700,"M",33
4183,700,"L",30
4184,700,"XL",7
4185,700,"XXL",14
4186,701,"XS",12
4187,701,"S",4
4188,701,"M",15
4189,701,"L",40
4190,701,"XL",18
4191,701,"XXL",54
4192,702,"XS",12
4193,702,"S",26
4194,702,"M",19
4195,702,"L",50
4196,702,"XL",13
4197,702,"XXL",45
4198,703,"XS",49
4199,703,"S",9
4200,703,"M",19
4201,703,"L",56
4202,703,"XL",45
4203,703,"XXL",54
4204,704,"XS",40
4205,704,"S",13
4206,704,"M",19
4207,704,"L",42
4208,704,"XL",36
4209,704,"XXL",43
4210,705,"XS",24
4211,705,"S",38
4212,705,"M",26
4213,705,"L",33
4214,705,"XL",53
4215,705,"XXL",59
4216,706,"XS",5
4217,706,"S",27
4218,706,"M",37
4219,706,"L",16
4220,706,"XL",37
4221,706,"XXL",56
4222,707,"XS",49
4223,707,"S",32
4224,707,"M",47
4225,707,"L",23
4226,707,"XL",56
4227,707,"XXL",56
4228,708,"One Size",45
4229,709,"One Size",43
4230,710,"One Size",14
4231,711,"XS",36
4232,711,"S",25
4233,711,"M",39
4234,711,"L",46
4235,711,"XL",17
4236,711,"XXL",9
4237,712,"XS",23
4238,712,"S",47
4239,712,"M",51
4240,712,"L",39
4241,712,"XL",38
4242,712,"XXL",43
4243,713,"XS",28
4244,713,"S",53
4245,713,"M",2
4246,713,"L",19
4247,713,"XL",30
4248,713,"XXL",49
4249,714,"XS",25
4250,714,"S",21
4251,714,"M",39
4252,714,"L",46
4253,714,"XL",16
4254,714,"XXL",36
4255,715,"XS",24
4256,715,"S",53
4257,715,"M",43
4258,715,"L",5
4259,715,"XL",32
4260,715,"XXL",5
4261,716,"XS",24
4262,716,"S",8
4263,716,"M",30
4264,716,"L",15
4265,716,"XL",36
4266,716,"XXL",12
4267,717,"XS",54
4268,717,"S",29
4269,717,"M",1
4270,717,"L",55
4271,717,"XL",19
4272,717,"XXL",31
4273,718,"XS",13
4274,718,"S",18
4275,718,"M",33
4276,718,"L",26
4277,718,"XL",7
4278,718,"XXL",47
4279,719,"One Size",35
4280,720,"One Size",24
4281,721,"XS",0
4282,721,"S",23
4283,721,"M",9
4284,721,"L",20
4285,721,"XL",48
4286,721,"XXL",2
4287,722,"One Size",37
4288,723,"XS",37
4289,723,"S",46
4290,723,"M",32
4291,723,"L",22
4292,723,"XL",39
4293,723,"XXL",46
4294,724,"XS",13
4295,724,"S",11
4296,724,"M",30
4297,724,"L",28
4298,724,"XL",33
4299,724,"XXL",41
4300,725,"XS",16
4301,725,"S",53
4302,725,"M",47
4303,725,"L",9
4304,725,"XL",59
4305,725,"XXL",25
4306,726,"XS",25
4307,726,"S",48
4308,726,"M",51
4309,726,"L",40
4310,726,"XL",7
4311,726,"XXL",18
4312,727,"XS",13
4313,727,"S",14
4314,727,"M",8
4315,727,"L",29
4316,727,"XL",46
4317,727,"XXL",33
4318,728,"XS",42
4319,728,"S",35
4320,728,"M",36
4321,728,"L",30
4322,728,"XL",38
4323,728,"XXL",7
4324,729,"XS",24
4325,729,"S",38
4326,729,"M",3
4327,729,"L",16
4328,729,"XL",42
4329,729,"XXL",27
4330,730,"7",16
4331,730,"7.5",2
4332,730,"8",47
4333,730,"8.5",38
4334,730,"9",19
4335,730,"9.5",52
4336,730,"10",47
4337,730,"10.5",15
4338,730,"11",36
4339,730,"11.5",11
4340,730,"12",12
4341,731,"XS",43
4342,731,"S",2
4343,731,"M",38
4344,731,"L",44
4345,731,"XL",56
4346,731,"XXL",33
4347,732,"XS",22
4348,732,"S",17
4349,732,"M",20
4350,732,"L",8
4351,732,"XL",1
4352,732,"XXL",20
4353,733,"XS",1
4354,733,"S",15
4355,733,"M",43
4356,733,"L",6
4357,733,"XL",22
4358,733,"XXL",44
4359,734,"XS",53
4360,734,"S",0
4361,734,"M",0
4362,734,"L",32
4363,734,"XL",6
4364,734,"XXL",14
4365,735,"One Size",24
4366,736,"One Size",56
4367,737,"One Size",21
4368,738,"XS",43
4369,738,"S",56
4370,738,"M",19
4371,738,"L",44
4372,738,"XL",25
4373,738,"XXL",45
4374,739,"XS",48
4375,739,"S",48
4376,739,"M",17
4377,739,"L",59
4378,739,"XL",27
4379,739,"XXL",49
4380,740,"XS",10
4381,740,"S",54
4382,740,"M",52
4383,740,"L",57
4384,740,"XL",18
4385,740,"XXL",35
4386,741,"XS",20
4387,741,"S",0
4388,741,"M",1
4389,741,"L",2
4390,741,"XL",25
4391,741,"XXL",24
4392,742,"XS",7
4393,742,"S",35
4394,742,"M",10
4395,742,"L",9
4396,742,"XL",21
4397,742,"XXL",6
4398,743,"XS",47
4399,743,"S",1
4400,743,"M",51
4401,743,"L",1
4402,743,"XL",53
4403,743,"XXL",57
4404,744,"XS",30
4405,744,"S",12
4406,744,"M",14
4407,744,"L",53
4408,744,"XL",26
4409,744,"XXL",55
4410,745,"XS",45
4411,745,"S",11
4412,745,"M",32
4413,745,"L",51
4414,745,"XL",37
4415,745,"XXL",31
4416,746,"XS",33
4417,746,"S",22
4418,746,"M",49
4419,746,"L",54
4420,746,"XL",8
4421,746,"XXL",49
4422,747,"XS",30
4423,747,"S",2
4424,747,"M",43
4425,747,"L",52
4426,747,"XL",24
4427,747,"XXL",22
4428,748,"XS",14
4429,748,"S",29
4430,748,"M",34
4431,748,"L",56
4432,748,"XL",22
4433,748,"XXL",36
4434,749,"XS",43
4435,749,"S",44
4436,749,"M",55
4437,749,"L",19
4438,749,"XL",14
4439,749,"XXL",54
4440,750,"XS",38
4441,750,"S",57
4442,750,"M",21
4443,750,"L",52
4444,750,"XL",35
4445,750,"XXL",32
4446,751,"XS",16
4447,751,"S",40
4448,751,"M",59
4449,751,"L",58
4450,751,"XL",25
4451,751,"XXL",44
4452,752,"XS",41
4453,752,"S",28
4454,752,"M",8
4455,752,"L",36
4456,752,"XL",12
4457,752,"XXL",14
4458,753,"XS",4
4459,753,"S",18
4460,753,"M",57
4461,753,"L",30
4462,753,"XL",31
4463,753,"XXL",10
4464,754,"XS",40
4465,754,"S",31
4466,754,"M",37
4467,754,"L",12
4468,754,"XL",11
4469,754,"XXL",35
4470,755,"7",46
4471,755,"7.5",46
4472,755,"8",46
4473,755,"8.5",37
4474,755,"9",48
4475,755,"9.5",14
4476,755,"10",25
4477,755,"10.5",35
4478,755,"11",53
4479,755,"11.5",7
4480,755,"12",1
4481,756,"XS",28
4482,756,"S",35
4483,756,"M",25
4484,756,"L",16
4485,756,"XL",33
4486,756,"XXL",40
4487,757,"XS",16
4488,757,"S",11
4489,757,"M",35
4490,757,"L",16
4491,757,"XL",45
4492,757,"XXL",6
4493,758,"XS",37
4494,758,"S",19
4495,758,"M",11
4496,758,"L",5
4497,758,"XL",37
4498,758,"XXL",12
4499,759,"XS",8
4500,759,"S",27
4501,759,"M",5
4502,759,"L",13
4503,759,"XL",10
4504,759,"XXL",4
4505,760,"XS",29
4506,760,"S",45
4507,760,"M",59
4508,760,"L",51
4509,760,"XL",1
4510,760,"XXL",11
4511,761,"XS",23
4512,761,"S",15
4513,761,"M",36
4514,761,"L",7
4515,761,"XL",26
4516,761,"XXL",53
4517,762,"XS",27
4518,762,"S",33
4519,762,"M",25
4520,762,"L",49
4521,762,"XL",42
4522,762,"XXL",33
4523,763,"One Size",0
4524,764,"One Size",55
4525,765,"One Size",28
4526,766,"XS",17
4527,766,"S",48
4528,766,"M",39
4529,766,"L",38
4530,766,"XL",2
4531,766,"XXL",49
4532,767,"XS",2
4533,767,"S",51
4534,767,"M",31
4535,767,"L",29
4536,767,"XL",2
4537,767,"XXL",51
4538,768,"XS",50
4539,768,"S",13
4540,768,"M",59
4541,768,"L",52
4542,768,"XL",22
4543,768,"XXL",32
4544,769,"XS",41
4545,769,"S",59
4546,769,"M",58
4547,769,"L",38
4548,769,"XL",24
4549,769,"XXL",52
4550,770,"XS",42
4551,770,"S",51
4552,770,"M",37
4553,770,"L",24
4554,770,"XL",40
4555,770,"XXL",57
4556,771,"XS",59
4557,771,"S",28
4558,771,"M",5
4559,771,"L",32
4560,771,"XL",43
4561,771,"XXL",12
4562,772,"XS",45
4563,772,"S",43
4564,772,"M",45
4565,772,"L",28
4566,772,"XL",13
4567,772,"XXL",33
4568,773,"7",5
4569,773,"7.5",43
4570,773,"8",58
4571,773,"8.5",25
4572,773,"9",52
4573,773,"9.5",25
4574,773,"10",30
4575,773,"10.5",50
4576,773,"11",47
4577,773,"11.5",48
4578,773,"12",6
4579,774,"7",5
4580,774,"7.5",31
4581,774,"8",35
4582,774,"8.5",20
4583,774,"9",52
4584,774,"9.5",20
4585,774,"10",19
4586,774,"10.5",31
4587,774,"11",22
4588,774,"11.5",9
4589,774,"12",7
4590,775,"XS",50
4591,775,"S",31
4592,775,"M",47
4593,775,"L",17
4594,775,"XL",57
4595,775,"XXL",26
4596,776,"XS",4
4597,776,"S",40
4598,776,"M",57
4599,776,"L",49
4600,776,"XL",55
4601,776,"XXL",24
4602,777,"XS",6
4603,777,"S",8
4604,777,"M",16
4605,777,"L",1
4606,777,"XL",49
4607,777,"XXL",47
4608,778,"XS",43
4609,778,"S",48
4610,778,"M",52
4611,778,"L",0
4612,778,"XL",48
4613,778,"XXL",14
4614,779,"XS",3
4615,779,"S",24
4616,779,"M",26
4617,779,"L",48
4618,779,"XL",39
4619,779,"XXL",31
4620,780,"XS",13
4621,780,"S",27
4622,780,"M",3
4623,780,"L",45
4624,780,"XL",3
4625,780,"XXL",45
4626,781,"XS",9
4627,781,"S",59
4628,781,"M",7
4629,781,"L",0
4630,781,"XL",39
4631,781,"XXL",40
4632,782,"XS",35
4633,782,"S",51
4634,782,"M",2
4635,782,"L",12
4636,782,"XL",35
4637,782,"XXL",53
4638,783,"XS",14
4639,783,"S",55
4640,783,"M",15
4641,783,"L",42
4642,783,"XL",43
4643,783,"XXL",23
4644,784,"XS",28
4645,784,"S",41
4646,784,"M",31
4647,784,"L",43
4648,784,"XL",12
4649,784,"XXL",26
4650,785,"XS",22
4651,785,"S",41
4652,785,"M",1
4653,785,"L",51
4654,785,"XL",42
4655,785,"XXL",37
4656,786,"XS",13
4657,786,"S",27
4658,786,"M",42
4659,786,"L",12
4660,786,"XL",15
4661,786,"XXL",52
4662,787,"7",23
4663,787,"7.5",55
4664,787,"8",32
4665,787,"8.5",28
4666,787,"9",47
4667,787,"9.5",32
4668,787,"10",53
4669,787,"10.5",22
4670,787,"11",24
4671,787,"11.5",48
4672,787,"12",26
4673,788,"7",24
4674,788,"7.5",51
4675,788,"8",45
4676,788,"8.5",30
4677,788,"9",36
4678,788,"9.5",56
4679,788,"10",32
4680,788,"10.5",29
4681,788,"11",51
4682,788,"11.5",13
4683,788,"12",31
4684,789,"7",18
4685,789,"7.5",10
4686,789,"8",25
4687,789,"8.5",15
4688,789,"9",4
4689,789,"9.5",34
4690,789,"10",4
4691,789,"10.5",34
4692,789,"11",43
4693,789,"11.5",37
4694,789,"12",4
4695,790,"7",45
4696,790,"7.5",28
4697,790,"8",21
4698,790,"8.5",3
4699,790,"9",17
4700,790,"9.5",12
4701,790,"10",9
4702,790,"10.5",40
4703,790,"11",6
4704,790,"11.5",10
4705,790,"12",38
4706,791,"One Size",41
4707,792,"One Size",43
4708,793,"One Size",15
4709,794,"One Size",13
4710,795,"One Size",2
4711,796,"One Size",52
4712,797,"XS",6
4713,797,"S",37
4714,797,"M",38
4715,797,"L",18
4716,797,"XL",18
4717,797,"XXL",46
4718,798,"XS",46
4719,798,"S",24
4720,798,"M",8
4721,798,"L",2
4722,798,"XL",25
4723,798,"XXL",54
4724,799,"XS",34
4725,799,"S",44
4726,799,"M",44
4727,799,"L",24
4728,799,"XL",35
4729,799,"XXL",26
4730,800,"XS",25
4731,800,"S",19
4732,800,"M",19
4733,800,"L",37
4734,800,"XL",28
4735,800,"XXL",59
4736,801,"XS",50
4737,801,"S",19
4738,801,"M",25
4739,801,"L",31
4740,801,"XL",53
4741,801,"XXL",25
4742,802,"XS",26
4743,802,"S",53
4744,802,"M",10
4745,802,"L",56
4746,802,"XL",33
4747,802,"XXL",26
4748,803,"XS",26
4749,803,"S",30
4750,803,"M",32
4751,803,"L",50
4752,803,"XL",44
4753,803,"XXL",21
4754,804,"XS",9
4755,804,"S",48
4756,804,"M",50
4757,804,"L",23
4758,804,"XL",11
4759,804,"XXL",3
4760,805,"XS",52
4761,805,"S",2
4762,805,"M",57
4763,805,"L",38
4764,805,"XL",29
4765,805,"XXL",35
4766,806,"7",18
4767,806,"7.5",54
4768,806,"8",43
4769,806,"8.5",28
4770,806,"9",9
4771,806,"9.5",14
4772,806,"10",19
4773,806,"10.5",16
4774,806,"11",50
4775,806,"11.5",51
4776,806,"12",15
4777,807,"7",31
4778,807,"7.5",36
4779,807,"8",47
4780,807,"8.5",59
4781,807,"9",26
4782,807,"9.5",14
4783,807,"10",6
4784,807,"10.5",16
4785,807,"11",48
4786,807,"11.5",4
4787,807,"12",32
4788,808,"7",27
4789,808,"7.5",7
4790,808,"8",16
4791,808,"8.5",45
4792,808,"9",48
4793,808,"9.5",43
4794,808,"10",59
4795,808,"10.5",10
4796,808,"11",32
4797,808,"11.5",7
4798,808,"12",29
4799,809,"7",50
4800,809,"7.5",38
4801,809,"8",33
4802,809,"8.5",51
4803,809,"9",7
4804,809,"9.5",42
4805,809,"10",43
4806,809,"10.5",49
4807,809,"11",21
4808,809,"11.5",36
4809,809,"12",17
4810,810,"7",25
4811,810,"7.5",24
4812,810,"8",26
4813,810,"8.5",33
4814,810,"9",54
4815,810,"9.5",46
4816,810,"10",55
4817,810,"10.5",28
4818,810,"11",45
4819,810,"11.5",33
4820,810,"12",9
4821,811,"XS",1
4822,811,"S",31
4823,811,"M",22
4824,811,"L",26
4825,811,"XL",36
4826,811,"XXL",55
4827,812,"XS",54
4828,812,"S",56
4829,812,"M",57
4830,812,"L",9
4831,812,"XL",20
4832,812,"XXL",15
4833,813,"XS",35
4834,813,"S",49
4835,813,"M",17
4836,813,"L",24
4837,813,"XL",3
4838,813,"XXL",18
4839,814,"XS",20
4840,814,"S",48
4841,814,"M",47
4842,814,"L",6
4843,814,"XL",40
4844,814,"XXL",25
4845,815,"XS",17
4846,815,"S",37
4847,815,"M",19
4848,815,"L",40
4849,815,"XL",44
4850,815,"XXL",13
4851,816,"XS",10
4852,816,"S",57
4853,816,"M",16
4854,816,"L",22
4855,816,"XL",28
4856,816,"XXL",22
4857,817,"XS",0
4858,817,"S",28
4859,817,"M",56
4860,817,"L",22
4861,817,"XL",4
4862,817,"XXL",12
4863,818,"One Size",29
4864,819,"One Size",42
4865,820,"One Size",2
4866,821,"One Size",7
4867,822,"XS",33
4868,822,"S",35
4869,822,"M",17
4870,822,"L",45
4871,822,"XL",38
4872,822,"XXL",24
4873,823,"One Size",35
4874,824,"One Size",35
4875,825,"One Size",31
4876,826,"One Size",47
4877,827,"XS",32
4878,827,"S",27
4879,827,"M",26
4880,827,"L",14
4881,827,"XL",6
4882,827,"XXL",27
4883,828,"XS",51
4884,828,"S",25
4885,828,"M",55
4886,828,"L",33
4887,828,"XL",36
4888,828,"XXL",58
4889,829,"XS",50
4890,829,"S",33
4891,829,"M",20
4892,829,"L",19
4893,829,"XL",13
4894,829,"XXL",34
4895,830,"One Size",19
4896,831,"XS",25
4897,831,"S",19
4898,831,"M",17
4899,831,"L",33
4900,831,"XL",38
4901,831,"XXL",28
4902,832,"XS",6
4903,832,"S",25
4904,832,"M",36
4905,832,"L",16
4906,832,"XL",30
4907,832,"XXL",21
4908,833,"XS",42
4909,833,"S",45
4910,833,"M",36
4911,833,"L",38
4912,833,"XL",44
4913,833,"XXL",46
4914,834,"XS",17
4915,834,"S",14
4916,834,"M",17
4917,834,"L",41
4918,834,"XL",6
4919,834,"XXL",44
4920,835,"XS",29
4921,835,"S",25
4922,835,"M",28
4923,835,"L",53
4924,835,"XL",57
4925,835,"XXL",14
4926,836,"XS",57
4927,836,"S",9
4928,836,"M",49
4929,836,"L",55
4930,836,"XL",35
4931,836,"XXL",28
4932,837,"One Size",38
4933,838,"One Size",4
4934,839,"XS",4
4935,839,"S",4
4936,839,"M",0
4937,839,"L",35
4938,839,"XL",58
4939,839,"XXL",50
4940,840,"XS",6
4941,840,"S",51
4942,840,"M",0
4943,840,"L",15
4944,840,"XL",36
4945,840,"XXL",29
4946,841,"XS",50
4947,841,"S",43
4948,841,"M",44
4949,841,"L",38
4950,841,"XL",34
4951,841,"XXL",25
4952,842,"XS",26
4953,842,"S",6
4954,842,"M",41
4955,842,"L",46
4956,842,"XL",51
4957,842,"XXL",36
4958,843,"XS",15
4959,843,"S",14
4960,843,"M",36
4961,843,"L",55
4962,843,"XL",47
4963,843,"XXL",20
4964,844,"One Size",57
4965,845,"One Size",40
4966,846,"XS",49
4967,846,"S",54
4968,846,"M",3
4969,846,"L",36
4970,846,"XL",3
4971,846,"XXL",4
4972,847,"XS",23
4973,847,"S",0
4974,847,"M",56
4975,847,"L",20
4976,847,"XL",16
4977,847,"XXL",11
4978,848,"XS",3
4979,848,"S",28
4980,848,"M",48
4981,848,"L",38
4982,848,"XL",0
4983,848,"XXL",49
4984,849,"XS",39
4985,849,"S",0
4986,849,"M",3
4987,849,"L",21
4988,849,"XL",17
4989,849,"XXL",20
4990,850,"XS",47
4991,850,"S",55
4992,850,"M",44
4993,850,"L",41
4994,850,"XL",49
4995,850,"XXL",30
4996,851,"XS",8
4997,851,"S",43
4998,851,"M",12
4999,851,"L",27
5000,851,"XL",28
5001,851,"XXL",22
5002,852,"XS",43
5003,852,"S",6
5004,852,"M",14
5005,852,"L",16
5006,852,"XL",48
5007,852,"XXL",59
5008,853,"XS",4
5009,853,"S",49
5010,853,"M",3
5011,853,"L",1
5012,853,"XL",33
5013,853,"XXL",36
5014,854,"XS",56
5015,854,"S",3
5016,854,"M",15
5017,854,"L",57
5018,854,"XL",7
5019,854,"XXL",26
5020,855,"XS",56
5021,855,"S",27
5022,855,"M",22
5023,855,"L",53
5024,855,"XL",56
5025,855,"XXL",34
5026,856,"XS",7
5027,856,"S",30
5028,856,"M",44
5029,856,"L",5
5030,856,"XL",14
5031,856,"XXL",27
5032,857,"XS",51
5033,857,"S",37
5034,857,"M",36
5035,857,"L",11
5036,857,"XL",49
5037,857,"XXL",31
5038,858,"XS",47
5039,858,"S",21
5040,858,"M",13
5041,858,"L",3
5042,858,"XL",57
5043,858,"XXL",29
5044,859,"XS",43
5045,859,"S",32
5046,859,"M",3
5047,859,"L",47
5048,859,"XL",12
5049,859,"XXL",7
5050,860,"One Size",18
5051,861,"One Size",37
5052,862,"One Size",55
5053,863,"One Size",18
5054,864,"One Size",48
5055,865,"One Size",31
5056,866,"XS",4
5057,866,"S",48
5058,866,"M",45
5059,866,"L",35
5060,866,"XL",8
5061,866,"XXL",5
5062,867,"XS",48
5063,867,"S",23
5064,867,"M",52
5065,867,"L",6
5066,867,"XL",4
5067,867,"XXL",19
5068,868,"XS",49
5069,868,"S",7
5070,868,"M",1
5071,868,"L",19
5072,868,"XL",7
5073,868,"XXL",24
5074,869,"XS",16
5075,869,"S",38
5076,869,"M",39
5077,869,"L",47
5078,869,"XL",27
5079,869,"XXL",15
5080,870,"XS",29
5081,870,"S",41
5082,870,"M",50
5083,870,"L",35
5084,870,"XL",38
5085,870,"XXL",51
5086,871,"XS",35
5087,871,"S",16
5088,871,"M",37
5089,871,"L",28
5090,871,"XL",35
5091,871,"XXL",29
5092,872,"XS",33
5093,872,"S",48
5094,872,"M",39
5095,872,"L",56
5096,872,"XL",33
5097,872,"XXL",6
5098,873,"XS",37
5099,873,"S",46
5100,873,"M",59
5101,873,"L",41
5102,873,"XL",19
5103,873,"XXL",51
5104,874,"XS",34
5105,874,"S",33
5106,874,"M",48
5107,874,"L",23
5108,874,"XL",5
5109,874,"XXL",48
5110,875,"XS",12
5111,875,"S",57
5112,875,"M",3
5113,875,"L",2
5114,875,"XL",1
5115,875,"XXL",33
5116,876,"XS",1
5117,876,"S",45
5118,876,"M",53
5119,876,"L",12
5120,876,"XL",1
5121,876,"XXL",16
5122,877,"XS",23
5123,877,"S",29
5124,877,"M",8
5125,877,"L",24
5126,877,"XL",40
5127,877,"XXL",25
5128,878,"XS",23
5129,878,"S",54
5130,878,"M",35
5131,878,"L",52
5132,878,"XL",12
5133,878,"XXL",41
5134,879,"XS",31
5135,879,"S",26
5136,879,"M",14
5137,879,"L",53
5138,879,"XL",25
5139,879,"XXL",25
5140,880,"XS",25
5141,880,"S",10
5142,880,"M",34
5143,880,"L",11
5144,880,"XL",36
5145,880,"XXL",10
5146,881,"One Size",57
5147,882,"One Size",57
5148,883,"7",31
5149,883,"7.5",1
5150,883,"8",47
5151,883,"8.5",45
5152,883,"9",5
5153,883,"9.5",49
5154,883,"10",19
5155,883,"10.5",25
5156,883,"11",3
5157,883,"11.5",54
5158,883,"12",4
5159,884,"7",19
5160,884,"7.5",47
5161,884,"8",4
5162,884,"8.5",12
5163,884,"9",7
5164,884,"9.5",32
5165,884,"10",56
5166,884,"10.5",7
5167,884,"11",44
5168,884,"11.5",8
5169,884,"12",37
5170,885,"7",10
5171,885,"7.5",20
5172,885,"8",1
5173,885,"8.5",32
5174,885,"9",9
5175,885,"9.5",4
5176,885,"10",43
5177,885,"10.5",46
5178,885,"11",0
5179,885,"11.5",48
5180,885,"12",54
5181,886,"7",20
5182,886,"7.5",54
5183,886,"8",7
5184,886,"8.5",36
5185,886,"9",57
5186,886,"9.5",44
5187,886,"10",49
5188,886,"10.5",6
5189,886,"11",36
5190,886,"11.5",45
5191,886,"12",46
5192,887,"XS",22
5193,887,"S",44
5194,887,"M",48
5195,887,"L",26
5196,887,"XL",57
5197,887,"XXL",46
5198,888,"XS",4
5199,888,"S",30
5200,888,"M",40
5201,888,"L",40
5202,888,"XL",59
5203,888,"XXL",13
5204,889,"XS",1
5205,889,"S",56
5206,889,"M",55
5207,889,"L",7
5208,889,"XL",43
5209,889,"XXL",38
5210,890,"XS",36
5211,890,"S",57
5212,890,"M",57
5213,890,"L",31
5214,890,"XL",46
5215,890,"XXL",7
5216,891,"7",13
5217,891,"7.5",15
5218,891,"8",17
5219,891,"8.5",42
5220,891,"9",19
5221,891,"9.5",10
5222,891,"10",41
5223,891,"10.5",6
5224,891,"11",4
5225,891,"11.5",26
5226,891,"12",57
5227,892,"7",4
5228,892,"7.5",33
5229,892,"8",46
5230,892,"8.5",50
5231,892,"9",0
5232,892,"9.5",19
5233,892,"10",43
5234,892,"10.5",22
5235,892,"11",15
5236,892,"11.5",52
5237,892,"12",16
5238,893,"XS",42
5239,893,"S",40
5240,893,"M",47
5241,893,"L",56
5242,893,"XL",33
5243,893,"XXL",47
5244,894,"XS",7
5245,894,"S",10
5246,894,"M",5
5247,894,"L",40
5248,894,"XL",36
5249,894,"XXL",52
5250,895,"XS",22
5251,895,"S",59
5252,895,"M",39
5253,895,"L",41
5254,895,"XL",43
5255,895,"XXL",6
5256,896,"One Size",25
5257,897,"One Size",55
5258,898,"One Size",50
5259,899,"One Size",17
5260,900,"XS",53
5261,900,"S",1
5262,900,"M",11
5263,900,"L",36
5264,900,"XL",51
5265,900,"XXL",3
5266,901,"XS",23
5267,901,"S",43
5268,901,"M",16
5269,901,"L",1
5270,901,"XL",24
5271,901,"XXL",35
5272,902,"One Size",6
5273,903,"One Size",22
5274,904,"One Size",4
5275,905,"One Size",39
5276,906,"One Size",3
5277,907,"XS",32
5278,907,"S",37
5279,907,"M",38
5280,907,"L",19
5281,907,"XL",27
5282,907,"XXL",5
5283,908,"XS",21
5284,908,"S",18
5285,908,"M",10
5286,908,"L",5
5287,908,"XL",33
5288,908,"XXL",57
5289,909,"XS",30
5290,909,"S",1
5291,909,"M",44
