id,product_id,feature,value
8414,3779,"5 Year Warranty",null
8415,3780,"Lens","100% UV Protective"
8416,3780,"Fair Trade Certified",null
8417,3780,"Lens","Ultrasheen Gold"
8418,3781,"Frame","AllLight Composition Resin"
8419,3781,"Cut","Loose"
8420,3781,"Buttons","White Resin"
8421,3782,"Stitching","Double Stitch"
8422,3783,"Fair Trade Certified",null
8423,3783,"Sustainably Sourced",null
8424,3784,"Cut","Loose"
8425,3784,"Cut","Skinny"
8426,3785,"Green Leaf Certified",null
8427,3785,"Fair Trade Certified",null
8428,3785,"Fair Trade Certified",null
8429,3786,"Fabric","Silk"
8430,3787,"Sustainably Sourced",null
8431,3788,"5 Year Warranty",null
8432,3789,"Stitching","Cross Stitch"
8433,3789,"Buttons","Ivory"
8434,3790,"Sustainably Sourced",null
8435,3790,"5 Year Warranty",null
8436,3790,"Fabric","Silk"
8437,3790,"5 Year Warranty",null
8438,3791,"Buttons","Black Resin"
8439,3792,"Cut","Straight"
8440,3793,"Buttons","Blue Resin"
8441,3793,"Sustainably Sourced",null
8442,3794,"Lifetime Guarantee",null
8443,3794,"Cut","Loose"
8444,3794,"Lifetime Guarantee",null
8445,3795,"Sustainably Sourced",null
8446,3796,"Material","Rubber Mesh"
8447,3796,"Lifetime Guarantee",null
8448,3796,"Material","FullSupport Hybrid Compound"
8449,3797,"Fabric","80% Cotton, 20% Polyester"
8450,3798,"Frame","DuraResin"
8451,3798,"Non-GMO",null
8452,3798,"Non-GMO",null
8453,3798,"Non-GMO",null
8454,3799,"Non-GMO",null
8455,3799,"Lens","Ultrasheen Basic"
8456,3800,"Green Leaf Certified",null
8457,3800,"Sustainably Sourced",null
8458,3800,"Buttons","Black Resin"
8459,3801,"Material","Control Support Bridge"
8460,3801,"Green Leaf Certified",null
8461,3801,"Cut","Striaght"
8462,3802,"Buttons","Blue Resin"
8463,3803,"Frame","DuraResin"
8464,3803,"Material","FullControl Skin"
8465,3804,"Cut","Striaght"
8466,3805,"Lens","Ultrasheen Basic"
8467,3805,"Lens","Ultrasheen Basic"
8468,3806,"Stitching","Cross Stitch"
8469,3806,"Non-GMO",null
8470,3807,"Fabric","80% Cotton, 20% Polyester"
8471,3807,"Non-GMO",null
8472,3807,"Non-GMO",null
8473,3808,"Non-GMO",null
8474,3808,"Satisfaction Guaranteed",null
8475,3809,"Green Leaf Certified",null
8476,3809,"Fair Trade Certified",null
8477,3810,"Lifetime Guarantee",null
8478,3810,"Green Leaf Certified",null
8479,3810,"Fair Trade Certified",null
8480,3811,"Buttons","White Resin"
8481,3811,"Sustainably Sourced",null
8482,3811,"Fabric","100% Cotton"
8483,3811,"Sustainably Sourced",null
8484,3812,"Buttons","Brass"
8485,3812,"Sustainably Sourced",null
8486,3812,"Lifetime Guarantee",null
8487,3813,"Fair Trade Certified",null
8488,3813,"Lens","Ultrasheen Gold"
8489,3813,"Material","FullControl Skin"
8490,3814,"Fabric","Velvet"
8491,3814,"Sustainably Sourced",null
8492,3814,"Cut","Skinny"
8493,3815,"Fabric","Canvas"
8494,3815,"5 Year Warranty",null
8495,3816,"Cut","Loose"
8496,3816,"Stitching","Double Stitch"
8497,3816,"Lens","Ultrasheen Basic"
8498,3816,"5 Year Warranty",null
8499,3817,"Cut","Loose"
8500,3817,"Non-GMO",null
8501,3817,"Stitching","Double Stitch"
8502,3818,"Non-GMO",null
8503,3818,"Buttons","Blue Resin"
8504,3819,"5 Year Warranty",null
8505,3819,"5 Year Warranty",null
8506,3819,"Fair Trade Certified",null
8507,3820,"Sustainably Sourced",null
8508,3820,"Stitching","Double Stitch"
8509,3821,"Sustainably Sourced",null
8510,3821,"Fair Trade Certified",null
8511,3822,"Green Leaf Certified",null
8512,3822,"Cut","Skinny"
8513,3822,"Satisfaction Guaranteed",null
8514,3822,"Material","Armor Weave"
8515,3823,"Fabric","Wool"
8516,3824,"Non-GMO",null
8517,3825,"5 Year Warranty",null
8518,3825,"Buttons","Brass"
8519,3825,"Cut","Skinny"
8520,3826,"Frame","AllLight Composition Resin"
8521,3827,"Frame","AllLight Composition Resin"
8522,3828,"Lifetime Guarantee",null
8523,3828,"Material","Control Support Bridge"
8524,3829,"Frame","AllLight Composition Resin"
8525,3830,"Satisfaction Guaranteed",null
8526,3830,"Lifetime Guarantee",null
8527,3830,"Buttons","White Resin"
8528,3831,"Non-GMO",null
8529,3831,"Cut","Skinny"
8530,3832,"Non-GMO",null
8531,3832,"Non-GMO",null
8532,3833,"Material","Armor Weave"
8533,3833,"Fabric","95% Cotton, 5% Elastic"
8534,3834,"Material","Control Support Bridge"
8535,3834,"Fair Trade Certified",null
8536,3835,"Frame","DuraResin"
8537,3835,"Material","FullControl Skin"
8538,3835,"Satisfaction Guaranteed",null
8539,3835,"Cut","Skinny"
8540,3836,"5 Year Warranty",null
8541,3836,"Cut","Straight"
8542,3837,"Cut","Skinny"
8543,3838,"Fabric","Silk"
8544,3838,"5 Year Warranty",null
8545,3838,"Cut","Skinny"
8546,3839,"Stitching","Cross Stitch"
8547,3839,"Non-GMO",null
8548,3840,"Cut","Loose"
8549,3840,"5 Year Warranty",null
8550,3841,"Fair Trade Certified",null
8551,3841,"Lifetime Guarantee",null
8552,3841,"Cut","Loose"
8553,3841,"Cut","Skinny"
8554,3842,"Cut","Striaght"
8555,3842,"Material","FullControl Skin"
8556,3842,"Green Leaf Certified",null
8557,3843,"Lens","Ultrasheen Basic"
8558,3844,"Lens","Ultrasheen Gold"
8559,3845,"Fabric","Silk"
8560,3845,"Fabric","Cashmere"
8561,3845,"5 Year Warranty",null
8562,3846,"Non-GMO",null
8563,3847,"Material","FullSupport Hybrid Compound"
8564,3848,"Cut","Loose"
8565,3848,"Non-GMO",null
8566,3848,"Lens","100% UV Protective"
8567,3849,"Frame","DuraResin"
8568,3849,"Fair Trade Certified",null
8569,3849,"Sustainably Sourced",null
8570,3849,"Non-GMO",null
8571,3850,"Fair Trade Certified",null
8572,3850,"Non-GMO",null
8573,3851,"Green Leaf Certified",null
8574,3852,"Satisfaction Guaranteed",null
8575,3852,"Non-GMO",null
8576,3853,"Frame","AllLight Composition Resin"
8577,3853,"Cut","Loose"
8578,3854,"Fabric","FullControlSkin"
8579,3854,"Satisfaction Guaranteed",null
8580,3854,"5 Year Warranty",null
8581,3855,"Lens","100% UV Protective"
8582,3855,"Satisfaction Guaranteed",null
8583,3856,"Green Leaf Certified",null
8584,3856,"Stitching","Double Stitch"
8585,3857,"Stitching","Double Stitch"
8586,3857,"Green Leaf Certified",null
8587,3858,"Material","FullControl Skin"
8588,3858,"5 Year Warranty",null
8589,3858,"Fair Trade Certified",null
8590,3859,"Lifetime Guarantee",null
8591,3860,"Material","FullControl Skin"
8592,3861,"Lifetime Guarantee",null
8593,3861,"Fabric","Wool"
8594,3861,"Non-GMO",null
8595,3861,"Satisfaction Guaranteed",null
8596,3862,"Material","Armor Weave"
8597,3862,"Non-GMO",null
8598,3862,"Satisfaction Guaranteed",null
8599,3863,"Cut","Loose"
8600,3863,"Non-GMO",null
8601,3863,"Stitching","Double Stitch"
8602,3863,"Buttons","Blue Resin"
8603,3864,"Material","Control Support Bridge"
8604,3865,"Non-GMO",null
8605,3865,"Fair Trade Certified",null
8606,3865,"Non-GMO",null
8607,3865,"Cut","Straight"
8608,3866,"Non-GMO",null
8609,3866,"Buttons","Blue Resin"
8610,3867,"5 Year Warranty",null
8611,3868,"Buttons","Black Resin"
8612,3868,"Cut","Skinny"
8613,3869,"Satisfaction Guaranteed",null
8614,3870,"Cut","Straight"
8615,3870,"Green Leaf Certified",null
8616,3871,"Buttons","Blue Resin"
8617,3871,"Lens","100% UV Protective"
8618,3871,"5 Year Warranty",null
8619,3872,"Frame","AllLight Composition Resin"
8620,3872,"Non-GMO",null
8621,3873,"Green Leaf Certified",null
8622,3873,"Cut","Straight"
8623,3874,"Lifetime Guarantee",null
8624,3874,"Material","Armor Weave"
8625,3875,"Non-GMO",null
8626,3875,"Fabric","Cashmere"
8627,3875,"Stitching","Cross Stitch"
8628,3876,"Cut","Loose"
8629,3876,"Non-GMO",null
8630,3876,"Fabric","Cool Fit"
8631,3877,"Lens","100% UV Protective"
8632,3877,"Satisfaction Guaranteed",null
8633,3877,"Stitching","Cross Stitch"
8634,3877,"Fabric","Canvas"
8635,3878,"Material","FullControl Skin"
8636,3878,"Frame","DuraResin"
8637,3878,"Lifetime Guarantee",null
8638,3878,"Stitching","Double Stitch"
8639,3879,"Fabric","FullControlSkin"
8640,3880,"5 Year Warranty",null
8641,3880,"Cut","Loose"
8642,3881,"5 Year Warranty",null
8643,3881,"Non-GMO",null
8644,3882,"Fair Trade Certified",null
8645,3883,"Sustainably Sourced",null
8646,3883,"Cut","Straight"
8647,3883,"Frame","DuraResin"
8648,3884,"Lifetime Guarantee",null
8649,3885,"Fabric","Silk"
8650,3885,"Fair Trade Certified",null
8651,3886,"Buttons","Black Resin"
8652,3887,"Satisfaction Guaranteed",null
8653,3887,"Stitching","Double Stitch"
8654,3888,"Sustainably Sourced",null
8655,3889,"Sustainably Sourced",null
8656,3889,"Frame","AllLight Composition Resin"
8657,3889,"Sustainably Sourced",null
8658,3889,"Stitching","Cross Stitch"
8659,3890,"Satisfaction Guaranteed",null
8660,3890,"Frame","AllLight Composition Resin"
8661,3890,"Cut","Skinny"
8662,3891,"Lifetime Guarantee",null
8663,3892,"Green Leaf Certified",null
8664,3893,"Cut","Loose"
8665,3894,"Fabric","Canvas"
8666,3894,"Lens","Ultrasheen Gold"
8667,3895,"Sustainably Sourced",null
8668,3895,"Material","FullSupport Hybrid Compound"
8669,3896,"Cut","Skinny"
8670,3897,"Frame","AllLight Composition Resin"
8671,3897,"Satisfaction Guaranteed",null
8672,3897,"Lifetime Guarantee",null
8673,3898,"Buttons","Brass"
8674,3898,"Lens","Ultrasheen Silver"
8675,3899,"Fabric","Velvet"
8676,3899,"Non-GMO",null
8677,3899,"Non-GMO",null
8678,3899,"Cut","Striaght"
8679,3900,"5 Year Warranty",null
8680,3900,"Non-GMO",null
8681,3900,"Cut","Striaght"
8682,3901,"5 Year Warranty",null
8683,3901,"Cut","Skinny"
8684,3902,"Non-GMO",null
8685,3902,"Fair Trade Certified",null
8686,3902,"Green Leaf Certified",null
8687,3903,"Fair Trade Certified",null
8688,3903,"Sustainably Sourced",null
8689,3903,"Non-GMO",null
8690,3903,"Lens","Ultrasheen Silver"
8691,3904,"Satisfaction Guaranteed",null
8692,3904,"Stitching","Cross Stitch"
8693,3904,"5 Year Warranty",null
8694,3905,"Non-GMO",null
8695,3905,"Satisfaction Guaranteed",null
8696,3906,"Cut","Loose"
8697,3906,"Frame","DuraResin"
8698,3906,"5 Year Warranty",null
8699,3907,"Non-GMO",null
8700,3907,"Lifetime Guarantee",null
8701,3907,"Sustainably Sourced",null
8702,3907,"Stitching","Double Stitch"
8703,3908,"Frame","DuraResin"
8704,3909,"5 Year Warranty",null
8705,3909,"Material","Armor Weave"
8706,3909,"Sustainably Sourced",null
8707,3910,"Frame","AllLight Composition Resin"
8708,3910,"Lens","Ultrasheen Basic"
8709,3911,"Material","FullSupport Hybrid Compound"
8710,3912,"Lens","Ultrasheen Gold"
8711,3912,"Lifetime Guarantee",null
8712,3913,"Cut","Striaght"
8713,3913,"Non-GMO",null
8714,3914,"Fabric","Velvet"
8715,3914,"Frame","AllLight Composition Resin"
8716,3915,"Stitching","Cross Stitch"
8717,3915,"Non-GMO",null
8718,3916,"Sustainably Sourced",null
8719,3916,"Fair Trade Certified",null
8720,3917,"Cut","Striaght"
8721,3918,"Fabric","Wool"
8722,3918,"Cut","Loose"
8723,3919,"5 Year Warranty",null
8724,3919,"5 Year Warranty",null
8725,3920,"Satisfaction Guaranteed",null
8726,3920,"Material","FullSupport Hybrid Compound"
8727,3920,"Satisfaction Guaranteed",null
8728,3921,"Non-GMO",null
8729,3921,"Buttons","Ivory"
8730,3922,"Sustainably Sourced",null
8731,3922,"Fair Trade Certified",null
8732,3922,"Cut","Straight"
8733,3922,"Frame","DuraResin"
8734,3923,"Green Leaf Certified",null
8735,3923,"Buttons","White Resin"
8736,3923,"Fabric","100% Cotton"
8737,3924,"Lifetime Guarantee",null
8738,3925,"Fabric","100% Cotton"
8739,3925,"Cut","Loose"
8740,3926,"Cut","Striaght"
8741,3926,"Cut","Skinny"
8742,3927,"Stitching","Cross Stitch"
8743,3927,"Lifetime Guarantee",null
8744,3927,"Buttons","Blue Resin"
8745,3928,"Buttons","White Resin"
8746,3928,"Fair Trade Certified",null
8747,3929,"Cut","Striaght"
8748,3929,"Lifetime Guarantee",null
8749,3930,"Cut","Loose"
8750,3930,"Buttons","Ivory"
8751,3931,"Fair Trade Certified",null
8752,3931,"Satisfaction Guaranteed",null
8753,3931,"Stitching","Cross Stitch"
8754,3932,"Lifetime Guarantee",null
8755,3932,"Material","Control Support Bridge"
8756,3932,"Non-GMO",null
8757,3933,"Green Leaf Certified",null
8758,3933,"Cut","Skinny"
8759,3933,"Satisfaction Guaranteed",null
8760,3934,"Frame","AllLight Composition Resin"
8761,3935,"Green Leaf Certified",null
8762,3935,"Material","Rubber Mesh"
8763,3936,"Green Leaf Certified",null
8764,3936,"Material","FullSupport Hybrid Compound"
8765,3937,"Fabric","Velvet"
8766,3937,"Lifetime Guarantee",null
8767,3938,"Buttons","Brass"
8768,3939,"5 Year Warranty",null
8769,3939,"5 Year Warranty",null
8770,3939,"Cut","Skinny"
8771,3940,"Buttons","Blue Resin"
8772,3940,"Lens","Ultrasheen Gold"
8773,3941,"Cut","Striaght"
8774,3941,"Cut","Straight"
8775,3942,"Stitching","Double Stitch"
8776,3942,"Frame","DuraResin"
8777,3943,"Fabric","FullControlSkin"
8778,3943,"Frame","DuraResin"
8779,3944,"Lens","100% UV Protective"
8780,3944,"Fabric","Silk"
8781,3944,"Lens","Ultrasheen Gold"
8782,3945,"5 Year Warranty",null
8783,3945,"Lifetime Guarantee",null
8784,3946,"Cut","Loose"
8785,3947,"Buttons","Brass"
8786,3947,"Non-GMO",null
8787,3948,"Lifetime Guarantee",null
8788,3948,"Cut","Striaght"
8789,3948,"Fabric","Canvas"
8790,3949,"Sustainably Sourced",null
8791,3949,"Green Leaf Certified",null
8792,3950,"Non-GMO",null
8793,3950,"Buttons","Blue Resin"
8794,3950,"Fair Trade Certified",null
8795,3950,"Cut","Skinny"
8796,3951,"Lens","Ultrasheen Basic"
8797,3952,"Cut","Loose"
8798,3952,"Cut","Straight"
8799,3952,"Non-GMO",null
8800,3953,"Buttons","Ivory"
8801,3953,"Material","FullSupport Hybrid Compound"
8802,3954,"Non-GMO",null
8803,3954,"Stitching","Cross Stitch"
8804,3955,"Non-GMO",null
8805,3956,"Satisfaction Guaranteed",null
8806,3956,"Sustainably Sourced",null
8807,3957,"Buttons","Black Resin"
8808,3957,"Fair Trade Certified",null
8809,3958,"Cut","Striaght"
8810,3958,"Lens","Ultrasheen Silver"
8811,3959,"5 Year Warranty",null
8812,3959,"Frame","DuraResin"
8813,3959,"Fair Trade Certified",null
8814,3960,"Fabric","Silk"
8815,3961,"Material","Control Support Bridge"
8816,3961,"5 Year Warranty",null
8817,3962,"Non-GMO",null
8818,3962,"Frame","DuraResin"
8819,3962,"5 Year Warranty",null
8820,3963,"Sustainably Sourced",null
8821,3963,"Frame","DuraResin"
8822,3964,"Stitching","Cross Stitch"
8823,3965,"5 Year Warranty",null
8824,3965,"Lens","100% UV Protective"
8825,3965,"Stitching","Double Stitch"
8826,3966,"Stitching","Cross Stitch"
8827,3967,"Non-GMO",null
8828,3968,"Fabric","Wool"
8829,3968,"5 Year Warranty",null
8830,3969,"Non-GMO",null
8831,3969,"Lifetime Guarantee",null
8832,3969,"Cut","Loose"
8833,3969,"Non-GMO",null
8834,3970,"Buttons","Blue Resin"
8835,3970,"Satisfaction Guaranteed",null
8836,3971,"Stitching","Cross Stitch"
8837,3971,"Sustainably Sourced",null
8838,3971,"Lifetime Guarantee",null
8839,3972,"Fair Trade Certified",null
8840,3972,"Frame","DuraResin"
8841,3973,"Frame","DuraResin"
8842,3973,"5 Year Warranty",null
8843,3973,"Green Leaf Certified",null
8844,3974,"Non-GMO",null
8845,3975,"Non-GMO",null
8846,3975,"Cut","Loose"
8847,3975,"Fabric","Canvas"
8848,3976,"Non-GMO",null
8849,3976,"Fair Trade Certified",null
8850,3977,"Lifetime Guarantee",null
8851,3978,"Stitching","Double Stitch"
8852,3978,"Frame","AllLight Composition Resin"
8853,3978,"Non-GMO",null
8854,3979,"Green Leaf Certified",null
8855,3980,"Green Leaf Certified",null
8856,3980,"Cut","Loose"
8857,3981,"Fair Trade Certified",null
8858,3981,"Non-GMO",null
8859,3981,"Frame","DuraResin"
8860,3982,"Cut","Loose"
8861,3982,"Buttons","White Resin"
8862,3982,"Frame","DuraResin"
8863,3982,"Sustainably Sourced",null
8864,3983,"Green Leaf Certified",null
8865,3984,"Green Leaf Certified",null
8866,3985,"Cut","Striaght"
8867,3985,"Green Leaf Certified",null
8868,3986,"Cut","Straight"
8869,3986,"Stitching","Double Stitch"
8870,3986,"Buttons","Black Resin"
8871,3986,"Buttons","Black Resin"
8872,3987,"Lens","Ultrasheen Basic"
8873,3988,"Lens","100% UV Protective"
8874,3988,"Stitching","Cross Stitch"
8875,3988,"Material","FullControl Skin"
8876,3988,"Fair Trade Certified",null
8877,3989,"Cut","Loose"
8878,3989,"Buttons","Blue Resin"
8879,3989,"Buttons","Ivory"
8880,3990,"5 Year Warranty",null
8881,3991,"Fabric","100% Cotton"
8882,3991,"Non-GMO",null
8883,3992,"Non-GMO",null
8884,3992,"Buttons","Brass"
8885,3993,"Sustainably Sourced",null
8886,3993,"Material","FullControl Skin"
8887,3994,"Cut","Striaght"
8888,3994,"Fair Trade Certified",null
8889,3994,"Green Leaf Certified",null
8890,3995,"Non-GMO",null
8891,3995,"Buttons","Brass"
8892,3995,"Cut","Skinny"
8893,3995,"Satisfaction Guaranteed",null
8894,3996,"Non-GMO",null
8895,3996,"Satisfaction Guaranteed",null
8896,3996,"5 Year Warranty",null
8897,3997,"Lens","Ultrasheen Gold"
8898,3997,"Cut","Skinny"
8899,3998,"Buttons","Blue Resin"
8900,3998,"Green Leaf Certified",null
8901,3999,"5 Year Warranty",null
8902,3999,"Stitching","Cross Stitch"
8903,4000,"Lens","100% UV Protective"
8904,4000,"Cut","Loose"
8905,4000,"Cut","Loose"
8906,4000,"Satisfaction Guaranteed",null
8907,4001,"Non-GMO",null
8908,4001,"Cut","Striaght"
8909,4002,"Green Leaf Certified",null
8910,4002,"Fabric","80% Cotton, 20% Polyester"
8911,4002,"Material","FullSupport Hybrid Compound"
8912,4003,"Green Leaf Certified",null
8913,4003,"Satisfaction Guaranteed",null
8914,4004,"Non-GMO",null
8915,4005,"Non-GMO",null
8916,4005,"Non-GMO",null
8917,4006,"Lens","Ultrasheen Silver"
8918,4007,"Frame","AllLight Composition Resin"
8919,4008,"Frame","AllLight Composition Resin"
8920,4009,"Non-GMO",null
8921,4009,"Sustainably Sourced",null
8922,4010,"Non-GMO",null
8923,4011,"Green Leaf Certified",null
8924,4011,"Sustainably Sourced",null
8925,4012,"Lens","Ultrasheen Basic"
8926,4012,"Satisfaction Guaranteed",null
8927,4013,"Satisfaction Guaranteed",null
8928,4013,"Frame","DuraResin"
8929,4013,"Buttons","Black Resin"
8930,4014,"Green Leaf Certified",null
8931,4014,"Buttons","White Resin"
8932,4014,"Non-GMO",null
8933,4014,"Non-GMO",null
8934,4015,"Green Leaf Certified",null
8935,4015,"Lens","Ultrasheen Gold"
8936,4016,"Satisfaction Guaranteed",null
8937,4016,"Sustainably Sourced",null
8938,4017,"Fair Trade Certified",null
8939,4017,"Buttons","White Resin"
8940,4018,"Fair Trade Certified",null
8941,4018,"Non-GMO",null
8942,4019,"Non-GMO",null
8943,4019,"Frame","AllLight Composition Resin"
8944,4019,"Sustainably Sourced",null
8945,4020,"Green Leaf Certified",null
8946,4020,"Satisfaction Guaranteed",null
8947,4021,"Non-GMO",null
8948,4021,"Green Leaf Certified",null
8949,4021,"Lens","Ultrasheen Silver"
8950,4021,"Frame","AllLight Composition Resin"
8951,4022,"Material","Rubber Mesh"
8952,4023,"Lens","Ultrasheen Basic"
8953,4024,"Lifetime Guarantee",null
8954,4025,"Fabric","80% Cotton, 20% Polyester"
8955,4026,"5 Year Warranty",null
8956,4026,"Lens","Ultrasheen Basic"
8957,4027,"Sustainably Sourced",null
8958,4027,"Fair Trade Certified",null
8959,4028,"Fabric","Canvas"
8960,4028,"Satisfaction Guaranteed",null
8961,4028,"Frame","DuraResin"
8962,4028,"Green Leaf Certified",null
8963,4029,"Cut","Loose"
8964,4029,"Lifetime Guarantee",null
8965,4030,"Stitching","Cross Stitch"
8966,4030,"Non-GMO",null
8967,4030,"Material","FullSupport Hybrid Compound"
8968,4030,"Buttons","White Resin"
8969,4031,"Non-GMO",null
8970,4031,"Stitching","Cross Stitch"
8971,4031,"Lifetime Guarantee",null
8972,4032,"Cut","Skinny"
8973,4033,"Cut","Striaght"
8974,4033,"Material","FullSupport Hybrid Compound"
8975,4033,"Non-GMO",null
8976,4033,"5 Year Warranty",null
8977,4034,"Cut","Striaght"
8978,4035,"Buttons","Brass"
8979,4035,"Green Leaf Certified",null
8980,4036,"Non-GMO",null
8981,4036,"Fair Trade Certified",null
8982,4036,"Cut","Skinny"
8983,4037,"Lens","Ultrasheen Gold"
8984,4037,"Lifetime Guarantee",null
8985,4038,"Stitching","Cross Stitch"
8986,4038,"Green Leaf Certified",null
8987,4038,"Material","FullControl Skin"
8988,4039,"Lens","Ultrasheen Silver"
8989,4039,"Sustainably Sourced",null
8990,4040,"5 Year Warranty",null
8991,4040,"Sustainably Sourced",null
8992,4041,"Lifetime Guarantee",null
8993,4041,"Non-GMO",null
8994,4042,"Sustainably Sourced",null
8995,4042,"Satisfaction Guaranteed",null
8996,4042,"Cut","Straight"
8997,4043,"Material","Control Support Bridge"
8998,4043,"Stitching","Double Stitch"
8999,4044,"Stitching","Cross Stitch"
9000,4045,"Cut","Striaght"
9001,4045,"Non-GMO",null
9002,4046,"Non-GMO",null
9003,4047,"Sustainably Sourced",null
9004,4047,"Cut","Loose"
9005,4047,"Non-GMO",null
9006,4048,"Lifetime Guarantee",null
9007,4049,"Lifetime Guarantee",null
9008,4050,"Frame","DuraResin"
9009,4050,"Material","Armor Weave"
9010,4051,"Material","FullSupport Hybrid Compound"
9011,4051,"Lens","100% UV Protective"
9012,4052,"5 Year Warranty",null
9013,4053,"Non-GMO",null
9014,4053,"Non-GMO",null
9015,4054,"Satisfaction Guaranteed",null
9016,4054,"Lens","Ultrasheen Basic"
9017,4055,"Fabric","Wool"
9018,4056,"Non-GMO",null
9019,4057,"Frame","AllLight Composition Resin"
9020,4057,"Sustainably Sourced",null
9021,4057,"Fabric","FullControlSkin"
9022,4057,"Sustainably Sourced",null
9023,4058,"Stitching","Cross Stitch"
9024,4059,"Non-GMO",null
9025,4060,"Frame","DuraResin"
9026,4060,"Cut","Striaght"
9027,4060,"Sustainably Sourced",null
9028,4060,"Non-GMO",null
9029,4061,"5 Year Warranty",null
9030,4061,"Lifetime Guarantee",null
9031,4061,"5 Year Warranty",null
9032,4062,"Buttons","White Resin"
9033,4062,"Material","FullSupport Hybrid Compound"
9034,4062,"Buttons","Ivory"
9035,4062,"Non-GMO",null
9036,4063,"Material","FullSupport Hybrid Compound"
9037,4063,"Non-GMO",null
9038,4064,"Buttons","Black Resin"
9039,4064,"Material","FullSupport Hybrid Compound"
9040,4064,"Fabric","Velvet"
9041,4065,"Material","Control Support Bridge"
9042,4066,"Sustainably Sourced",null
9043,4067,"Material","FullControl Skin"
9044,4067,"Cut","Straight"
9045,4068,"Cut","Skinny"
9046,4069,"Lifetime Guarantee",null
9047,4069,"Stitching","Double Stitch"
9048,4070,"Stitching","Cross Stitch"
9049,4071,"Cut","Skinny"
9050,4072,"Satisfaction Guaranteed",null
9051,4072,"Buttons","Blue Resin"
9052,4072,"Non-GMO",null
9053,4073,"Frame","DuraResin"
9054,4073,"Non-GMO",null
9055,4074,"Non-GMO",null
9056,4074,"Fabric","Canvas"
9057,4074,"Lifetime Guarantee",null
9058,4074,"Buttons","Brass"
9059,4075,"Frame","DuraResin"
9060,4075,"Buttons","Ivory"
9061,4076,"Non-GMO",null
9062,4077,"Frame","DuraResin"
9063,4078,"Non-GMO",null
9064,4079,"Fair Trade Certified",null
9065,4080,"Cut","Loose"
9066,4080,"Material","Rubber Mesh"
9067,4081,"Satisfaction Guaranteed",null
9068,4081,"Lens","Ultrasheen Gold"
9069,4081,"Stitching","Double Stitch"
9070,4081,"Lifetime Guarantee",null
9071,4082,"Non-GMO",null
9072,4082,"Buttons","Brass"
9073,4082,"Cut","Loose"
9074,4083,"Lens","Ultrasheen Gold"
9075,4083,"Green Leaf Certified",null
9076,4084,"Non-GMO",null
9077,4084,"Buttons","Ivory"
9078,4085,"Non-GMO",null
9079,4085,"Non-GMO",null
9080,4085,"Non-GMO",null
9081,4085,"Lifetime Guarantee",null
9082,4086,"Fabric","Silk"
9083,4086,"Cut","Loose"
9084,4086,"Green Leaf Certified",null
9085,4086,"Sustainably Sourced",null
9086,4087,"Fair Trade Certified",null
9087,4087,"Stitching","Double Stitch"
9088,4088,"Fair Trade Certified",null
9089,4088,"Material","FullControl Skin"
9090,4089,"Buttons","Black Resin"
9091,4089,"Frame","AllLight Composition Resin"
9092,4089,"Material","Rubber Mesh"
9093,4090,"Material","Armor Weave"
9094,4091,"Cut","Loose"
9095,4092,"Non-GMO",null
9096,4092,"Lifetime Guarantee",null
9097,4093,"Sustainably Sourced",null
9098,4093,"Lifetime Guarantee",null
9099,4094,"Material","FullSupport Hybrid Compound"
9100,4094,"Satisfaction Guaranteed",null
9101,4095,"Green Leaf Certified",null
9102,4096,"Green Leaf Certified",null
9103,4096,"Lifetime Guarantee",null
9104,4096,"Lifetime Guarantee",null
9105,4097,"Lens","Ultrasheen Basic"
9106,4097,"Lens","Ultrasheen Silver"
9107,4098,"5 Year Warranty",null
9108,4098,"Frame","DuraResin"
9109,4099,"Lifetime Guarantee",null
9110,4099,"Green Leaf Certified",null
9111,4099,"5 Year Warranty",null
9112,4100,"Satisfaction Guaranteed",null
9113,4100,"Material","FullControl Skin"
9114,4101,"Fabric","Cashmere"
9115,4102,"Fabric","Wool"
9116,4103,"Cut","Loose"
9117,4103,"Fair Trade Certified",null
9118,4103,"Fabric","Silk"
9119,4103,"Fair Trade Certified",null
9120,4104,"Non-GMO",null
9121,4104,"Cut","Loose"
9122,4104,"Non-GMO",null
9123,4105,"Buttons","Brass"
9124,4105,"Sustainably Sourced",null
9125,4105,"Sustainably Sourced",null
9126,4106,"Sustainably Sourced",null
9127,4106,"Cut","Skinny"
9128,4106,"Lifetime Guarantee",null
9129,4106,"Green Leaf Certified",null
9130,4107,"Stitching","Cross Stitch"
9131,4107,"Material","FullControl Skin"
9132,4108,"Cut","Striaght"
9133,4108,"Satisfaction Guaranteed",null
9134,4109,"Frame","DuraResin"
9135,4109,"Buttons","Ivory"
9136,4110,"Material","Rubber Mesh"
9137,4111,"Fabric","80% Cotton, 20% Polyester"
9138,4111,"5 Year Warranty",null
9139,4111,"Satisfaction Guaranteed",null
9140,4111,"Lifetime Guarantee",null
9141,4112,"Satisfaction Guaranteed",null
9142,4113,"Non-GMO",null
9143,4113,"Fair Trade Certified",null
9144,4113,"Satisfaction Guaranteed",null
9145,4113,"Fair Trade Certified",null
9146,4114,"Non-GMO",null
9147,4114,"Lifetime Guarantee",null
9148,4115,"Frame","DuraResin"
9149,4116,"Lens","100% UV Protective"
9150,4116,"Fair Trade Certified",null
9151,4116,"Cut","Loose"
9152,4117,"5 Year Warranty",null
